market_region,source_key,dish_family_key,dish_variant_key,display_name_tr,display_name_en,aliases_tr,aliases_en,category,origin_region,preparation_state,discovery_source_url,evidence_class,preferred_nutrition_source,nutrition_basis_candidate,review_status
TR,TR:LOCAL_DISH:PREPARED:tarhana_corbasi:aydin,tarhana_corbasi,aydin,Aydın Tarhana Çorbası,Aydin Tarhana Soup,Tarhana Çorbası,Tarhana Soup,SOUP,Aydın,PREPARED,https://aydin.ktb.gov.tr/TR-64515/yoresel-yemekler.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:kulak_corbasi:aydin,kulak_corbasi,aydin,Aydın Kulak Çorbası,Aydin Kulak Soup,Kulak Çorbası,Kulak Soup,SOUP,Aydın,PREPARED,https://aydin.ktb.gov.tr/TR-64515/yoresel-yemekler.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:acili_guvec:aydin,acili_guvec,aydin,Aydın Acılı Güveç,Aydin Spicy Casserole,Acılı Güveç,Spicy Casserole,MAIN_DISH,Aydın,PREPARED,https://aydin.ktb.gov.tr/TR-64515/yoresel-yemekler.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:nohutlu_kereviz:classic,nohutlu_kereviz,classic,Nohutlu Kereviz,Celery with Chickpeas,Nohutlu Kereviz,Chickpea and Celery Stew,VEGETABLE_DISH,Aydın,PREPARED,https://aydin.ktb.gov.tr/TR-64515/yoresel-yemekler.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:etli_enginar:classic,etli_enginar,classic,Etli Enginar,Artichokes with Meat,Etli Enginar,Meat and Artichoke Stew,MAIN_DISH,Aydın,PREPARED,https://aydin.ktb.gov.tr/TR-64515/yoresel-yemekler.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:arap_saci_yemegi:classic,arap_saci_yemegi,classic,Arap Saçı Yemeği,Fennel Herb Stew,Arap Saçı,Arap Saci Herb Stew,VEGETABLE_DISH,Aydın,PREPARED,https://aydin.ktb.gov.tr/TR-64515/yoresel-yemekler.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:ciger_sote:aydin,ciger_sote,aydin,Aydın Ciğer Sote,Aydin Sauteed Liver,Ciğer Sote,Sauteed Liver,MAIN_DISH,Aydın,PREPARED,https://aydin.ktb.gov.tr/TR-64515/yoresel-yemekler.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:tandir_kebap:aydin,tandir_kebap,aydin,Aydın Tandır Kebabı,Aydin Tandoor Kebab,Tandır Kebap,Tandoor Kebab,MAIN_DISH,Aydın,PREPARED,https://aydin.ktb.gov.tr/TR-64515/yoresel-yemekler.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:cilav:ayran_boregi,cilav,ayran_boregi,Cilav Ayran Böreği,Cilav Ayran Borek,Cilav|Ayran Böreği,Cilav|Ayran Borek,PASTRY,Aydın,PREPARED,https://aydin.ktb.gov.tr/TR-64515/yoresel-yemekler.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:borulce_teretoru:classic,borulce_teretoru,classic,Börülce Teretoru,Black-eyed Pea Teretoru,Börülce Teretoru,Black-eyed Pea Salad,SALAD,Aydın,PREPARED,https://aydin.ktb.gov.tr/TR-64515/yoresel-yemekler.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:cingene_pilavi:aydin,cingene_pilavi,aydin,Aydın Çingene Pilavı,Aydin Cingene Pilaf,Çingene Pilavı,Cingene Pilaf,SALAD,Aydın,PREPARED,https://aydin.ktb.gov.tr/TR-64515/yoresel-yemekler.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:dalgan_kavurmasi:classic,dalgan_kavurmasi,classic,Dalgan Kavurması,Sauteed Nettles,Dalgan Kavurması,Nettle Saute,VEGETABLE_DISH,Aydın,PREPARED,https://aydin.ktb.gov.tr/TR-64515/yoresel-yemekler.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:helle_corbasi:amasya,helle_corbasi,amasya,Amasya Helle Çorbası,Amasya Helle Soup,Helle Çorbası,Helle Soup,SOUP,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:kesme_ibik_corbasi:classic,kesme_ibik_corbasi,classic,Kesme İbik Çorbası,Kesme Ibik Soup,Kesme İbik,Kesme Ibik Soup,SOUP,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
TR,TR:LOCAL_DISH:PREPARED:yarma_corbasi:amasya,yarma_corbasi,amasya,Amasya Yarma Çorbası,Amasya Cracked-wheat Soup,Yarma Çorbası,Cracked-wheat Soup,SOUP,Amasya,PREPARED,https://amasya.ktb.gov.tr/TR-59566/yore-mutfagi.html,OFFICIAL_INSTITUTIONAL,USDA_FOODDATA_COMPONENT_CALCULATION,CALCULATED,TAXONOMY_ONLY
